id,title,timestamp,reference,topics,oeil_subjects,eurovoc_concepts,result,topics_filled,topics_effective
171133,Activities of the European Ombudsman – annual report 2023,2024-12-17T13:01:14,A10-0016/2024,,European Ombudsman,,ADOPTED,Democracy,Democracy
171138,Forest reproductive material of the ‘tested’ category,2024-12-17T12:58:18,A10-0022/2024,"Biodiversity, Climate and environment, Food and agriculture","Forestry policy, Protection of natural resources: fauna, flora, nature, wildlife, countryside; biodiversity","forest, marketing standard, third country, arboriculture, seedling, originating product, import (EU), plant propagation, seed, forestry legislation",ADOPTED,"Biodiversity, Climate and environment, Food and agriculture","Biodiversity, Climate and environment, Food and agriculture"
171166,Regional Emergency Support: RESTORE,2024-12-17T12:57:18,A10-0031/2024,Climate and environment,"Natural disasters, Solidarity Fund, European Social Fund (ESF), Fund for European Aid to the Most Deprived (FEAD), European Regional Development Fund (ERDF)","European Regional Development Fund, EU regional policy, less-favoured region, clean technology, degradation of the environment, European Social Fund, natural disaster, economic and social cohesion, eligibility criteria, regional aid, European Union Solidarity Fund, job access, regional development, adaptation to climate change, regional disparity, EU Member State, Cohesion Fund",ADOPTED,Climate and environment,Climate and environment
170765,Recommendation on smoke- and aerosol-free environments,2024-11-28T12:34:34,RC-B10-0173/2024,Health,"Public health, Drug addiction, alcoholism, smoking",,REJECTED,Health,Health
170866,Georgia's worsening democratic crisis following the recent parliamentary elections and alleged electoral fraud,2024-11-28T12:18:23,RC-B10-0179/2024,,"Third-country political situation, local and regional conflicts",,ADOPTED,Foreign affairs,Foreign affairs
170871,The increasing and systematic repression of women in Iran,2024-11-28T12:14:01,RC-B10-0188/2024,Gender equality,"Women condition and rights, Fundamental freedoms, human rights, democracy in general",,ADOPTED,Gender equality,Gender equality
170875,"Hong Kong, notably the cases of Jimmy Lai and the 45 activists recently convicted under the national security law",2024-11-28T12:13:21,RC-B10-0208/2024,,"Fundamental freedoms, human rights, democracy in general",,ADOPTED,"Democracy, Human rights","Democracy, Human rights"
170880,"The shrinking space for civil society in Cambodia, in particular the case of the labour rights organisation CENTRAL",2024-11-28T12:15:14,RC-B10-0190/2024,Worker’s rights,"Workers protection and rights, labour law, Fundamental freedoms, human rights, democracy in general",,ADOPTED,Worker’s rights,Worker’s rights
170917,Reinforcing EU’s unwavering support to Ukraine against Russia’s war of aggression and the increasing military cooperation between North Korea and Russia,2024-11-28T12:27:28,RC-B10-0191/2024,,"Third-country political situation, local and regional conflicts",,ADOPTED,Foreign affairs,Foreign affairs
170611,Election of the Commission,2024-11-27T12:24:05,,,,,ADOPTED,,
170621,2025 budgetary procedure: Joint text,2024-11-27T12:29:55,A10-0014/2024,Economy and budget,2025 budget,"budgetary resources, general budget (EU), EU expenditure, draft budget (EU), financial year",ADOPTED,Economy and budget,Economy and budget
170632,"Draft amending budget No 5/2024: adjustment in payment appropriations, update of revenues and other technical updates",2024-11-27T12:29:20,A10-0017/2024,Economy and budget,2024 budget,"payment appropriation, budgetary resources, own resources, amending budget, general budget (EU), draft budget (EU), financial year",ADOPTED,Economy and budget,Economy and budget
170670,Mobilisation of the European Union Solidarity Fund to provide assistance to Germany and Italy relating to floods occurred in 2024,2024-11-27T12:29:00,A10-0020/2024,"Climate and environment, Economy and budget","Natural disasters, Solidarity Fund, 2024 budget","flood, aid to disaster victims, Valle d'Aosta, general budget (EU), commitment of expenditure, emergency aid, financial aid, European Union Solidarity Fund",ADOPTED,"Climate and environment, Economy and budget","Climate and environment, Economy and budget"
170671,Amending Regulation (EU) 2018/1806 as regards Vanuatu,2024-11-27T12:26:56,A10-0015/2024,Migration,"External borders crossing and controls, visas","foreign national, admission of aliens, Schengen Agreement, withdrawal from an agreement, external border of the EU, EU visa policy",ADOPTED,Migration,Migration
170721,Objection pursuant to Rule 114(3): Measures to reduce incidental catches of common dolphin (Delphinus delphis) and other small cetaceans in the Bay of Biscay,2024-11-27T12:27:29,B10-0178/2024,,,,REJECTED,,
170722,Presentation by the President-elect of the Commission of the College of Commissioners and its programme,2024-11-27T12:20:58,B10-0194/2024,,,,REJECTED,,
170726,Presentation by the President-elect of the Commission of the College of Commissioners and its programme,2024-11-27T12:22:40,B10-0196/2024,,,,REJECTED,,
170624,Objection pursuant to Rule 115(2) and (3): Genetically modified maize MON 89034 × 1507 × NK603,2024-11-26T12:08:16,B10-0148/2024,Food and agriculture,"Agro-genetics, GMOs",,ADOPTED,Food and agriculture,Food and agriculture
170627,Objection pursuant to Rule 115(2) and (3): Genetically modified maize MON 89034 × 1507 × MON 88017 × 59122 and eight of its sub-combinations,2024-11-26T12:09:51,B10-0147/2024,Food and agriculture,"Agro-genetics, GMOs",,ADOPTED,Food and agriculture,Food and agriculture
170628,Objection pursuant to Rule 115(2) and (3): Genetically modified cotton COT102,2024-11-26T12:08:40,B10-0145/2024,Food and agriculture,"Agro-genetics, GMOs",,ADOPTED,Food and agriculture,Food and agriculture
170631,Objection pursuant to Rule 115(2) and (3): Genetically modified maize DP202216,2024-11-26T12:13:43,B10-0152/2024,Food and agriculture,"Agro-genetics, GMOs",,ADOPTED,Food and agriculture,Food and agriculture
170636,Objection pursuant to Rule 115(2) and (3): Genetically modified maize DP23211,2024-11-26T12:12:37,B10-0150/2024,Food and agriculture,"Agro-genetics, GMOs",,ADOPTED,Food and agriculture,Food and agriculture
170637,Objection pursuant to Rule 115(2) and (3): Genetically modified maize MON 94804,2024-11-26T12:14:22,B10-0153/2024,Food and agriculture,"Agro-genetics, GMOs",,ADOPTED,Food and agriculture,Food and agriculture
170638,Objection pursuant to Rule 115(2) and (3): Genetically modified maize MON 810,2024-11-26T12:10:18,B10-0146/2024,Food and agriculture,"Agro-genetics, GMOs",,ADOPTED,Food and agriculture,Food and agriculture
170641,Objection pursuant to Rule 115(2) and (3): Genetically modified maize DP915635,2024-11-26T12:11:24,B10-0149/2024,Food and agriculture,"Agro-genetics, GMOs",,ADOPTED,Food and agriculture,Food and agriculture
170381,Faster and Safer Relief of Excess Withholding Taxes,2024-11-14T11:23:31,A10-0011/2024,Taxation,"Free movement of capital, Taxation","tax on investment income, investment abroad, taxpayer, tax relief, securities, tax law, tax collection, European tax cooperation, digital single market",ADOPTED,Taxation,Taxation
170382,Electronic value added tax exemption certificate,2024-11-14T11:22:06,A10-0012/2024,Taxation,"Indirect taxation, VAT, excise duties","taxpayer, supply, goods and services, VAT, digitisation, electronic document, electronic government, tax exemption",ADOPTED,Taxation,Taxation
170398,Deforestation Regulation: provisions relating to the date of application,2024-11-14T11:19:15,C10-0119/2024,,,,ADOPTED,,
170401,Amendment of the EIB’s Statute,2024-11-14T11:27:41,A10-0013/2024,,European Investment Bank (EIB),,ADOPTED,Economy and budget,Economy and budget
